     MaNGAID     objRA    objDec    g_ps1    r_ps1    i_ps1    z_ps1 gerr_ps1 rerr_ps1 ierr_ps1 zerr_ps1
 3-159115785 113.96790  65.12917   14.826   14.055   13.775   13.643    0.005    0.007    0.011    0.002
 3-159193190 114.61459  66.54826   16.452   15.707   15.472   15.360    0.005    0.003    0.003    0.004
 3-159193437 113.73812  66.27171   16.316   15.645   15.402   15.302    0.004    0.002    0.002    0.003
 3-159193563 113.92337  65.78743   16.055   15.796   15.729   15.719    0.008    0.002    0.003    0.003
 3-159193723 113.16115  65.52683   14.785   14.324   14.182   14.120    0.003    0.002    0.003    0.004
 3-159270635 114.56371  67.19038   15.686   15.032   14.743   14.612    0.002    0.002    0.002    0.002
 3-159271095 113.41044  66.34795   15.537   15.367   15.368   15.406    0.002    0.005    0.003    0.007
 3-159271103 113.19932  66.28366   15.928   15.864   15.926   15.969    0.002    0.003    0.003    0.012
 3-159271288 113.14579  65.71737   15.550   15.257   15.182   15.170    0.001    0.001    0.003    0.005
 3-159348913 113.21550  66.58308   16.514   16.164   16.048   16.026    0.005    0.002    0.004    0.003
 3-159348999 113.00810  66.47787   15.788   15.264   15.044   14.963    0.005    0.002    0.002    0.004
 3-160024684 257.83561  57.22052   16.053   15.585   15.413   15.364    0.003    0.003    0.002    0.001
 3-160024733 258.07821  57.13277   14.928   14.330   14.167   14.097    0.002    0.005    0.003    0.003
 3-160024737 258.28126  57.26347   16.024   15.450   15.240   15.169    0.005    0.004    0.004    0.004
 3-160024975 257.64226  57.69948   14.866   14.621   14.565   14.587    0.004    0.004    0.002    0.003
 3-160025009 258.07681  57.78152   14.634   14.131   13.931   13.843    0.003    0.001    0.008    0.005
 3-160101350 258.06986  58.34306   15.155   14.522   14.255   14.156    0.007    0.007    0.003    0.003
 3-160176637 259.54335  56.39578   15.796   15.149   14.904   14.802    0.001    0.003    0.003    0.004
 3-160176860 259.21505  56.60046   15.636   15.706   15.834   15.887    0.003    0.005    0.003    0.008
 3-160177753 258.64674  58.64332   15.087   14.608   14.397   14.311    0.004    0.004    0.003    0.006
 3-160252999 259.53604  56.64124   15.017   14.485   14.259   14.171    0.005    0.035    0.002    0.002
 3-160253295 259.55248  57.18416   15.993   15.447   15.242   15.152    0.002    0.002    0.004    0.006
 3-160253436 259.36208  57.60303   15.540   14.817   14.558   14.459    0.005    0.002    0.003    0.005
 3-160253785 259.11464  58.07307   16.181   14.992   14.386   14.134    0.006    0.003    0.005    0.005
 3-160253970 259.24598  58.63947   14.775   14.026   13.753   13.622    0.004    0.004    0.006  999.000
 3-160329540 260.51093  56.53980   15.532   14.380   13.839   13.574    0.003    0.007    0.009    0.008
 3-160329543 260.47172  56.45345   14.571   14.144   14.000   13.960    0.003    0.004    0.005    0.003
 3-160330624 259.65990  58.51297   15.405   15.082   14.982   14.973    0.004    0.005    0.002    0.004
 3-160330700 259.88975  58.60773   15.533   15.097   14.951   14.908    0.004    0.003    0.004    0.005
 3-160406398 260.83588  56.46481   15.583   14.411   13.853   13.591    0.004    0.004    0.005    0.014
 3-160406585 260.76187  56.89281   15.447   14.829   14.613   14.515    0.002    0.004    0.004    0.003
 3-160407428 260.31926  58.64615   14.525   14.049   13.612   13.316    0.008    0.074  999.000  999.000
 3-160407479 260.23397  58.53639   16.030   16.098   16.219   16.311    0.007    0.003    0.005    0.009
 3-160407520 260.31144  58.86622   15.070   14.238   13.871   13.706    0.007    0.008    0.004    0.005
 3-160407670 260.18342  58.94023   15.405   14.770   14.481   14.351    0.004    0.002    0.002    0.007
 3-160483870 261.03280  56.52933   14.981   14.602   14.471   14.429    0.002    0.001    0.005    0.003
 3-160484300 261.10024  57.68574   14.982   14.569   14.409   14.335    0.003    0.003    0.007    0.003
 3-160638495 261.95430  57.62940   15.105   14.591   14.439   14.396    0.003    0.003    0.005    0.003
 3-160639148 261.53374  58.78608   15.291   15.276   15.343   15.451    0.009    0.003    0.002    0.004
 3-160715727 262.77709  57.34668   14.564   13.795   13.490   13.360    0.005  999.000  999.000    0.005
 3-160716208 262.22677  58.10375   16.226   16.349   16.505   16.635    0.005    0.003    0.007    0.008
 3-160793151 262.74072  57.95429   16.517   16.647   16.814   16.891    0.005    0.003    0.005    0.003
 3-1798497    21.66997  85.79488   16.885   15.662   14.763   14.352    0.008    0.005    0.006    0.004
 3-1798995    29.63778  85.34653   15.805   15.673   15.719   15.750  999.000    0.010    0.003    0.004
 3-1928712     1.77192  86.48714   15.556   14.547   14.090   13.845  999.000    0.006    0.006    0.005
 3-1929187    16.57643  85.87171   16.875   15.690   14.872   14.519  999.000    0.007    0.004    0.003
 3-2063261     4.80420  86.31656   16.313   15.100   13.846   13.258    0.005    0.003    0.005    0.002
 3-2063716    17.85484  85.59086   16.734   15.534   14.480   14.008    0.006    0.003    0.005    0.015
 3-2064042    22.23919  85.27331   16.959   15.739   14.771   14.325    0.001    0.005    0.004    0.004
 3-2064336    26.52548  84.99274   16.393   15.174   14.400   14.049  999.000    0.004    0.004    0.008
 3-2064397    27.16517  84.79363   16.828   15.657   14.314   13.704    0.007    0.013    0.005    0.006
 3-2202576    25.81185  84.86963   16.262   15.097   14.171   13.740    0.021    0.005    0.004    0.008
 3-2343022    25.64643  84.62204   16.689   15.512   14.548   14.143    0.012    0.005    0.011    0.007
 3-2484938    19.21077  84.72262   16.942   15.690   14.770   14.340    0.006    0.005    0.008    0.006
 3-2630485     9.37412  85.25576   16.880   15.697   14.711   14.242    0.005    0.003    0.003    0.004
 3-2631094    14.58603  84.78921   17.335   17.594   17.904   18.132    0.005    0.004    0.003    0.005
 3-2631327    18.60702  84.59720   16.635   15.416   14.611   14.243    0.007    0.008    0.004    0.010
 3-2631396    20.46245  84.40170   15.214   15.089   15.117   15.171    0.006    0.001    0.004    0.003
 3-2631555    20.73347  84.39560   16.250   16.194   16.248   16.296    0.004    0.003    0.002  999.000
 3-2779683     0.94599  85.46329   16.096   14.916   13.577   12.956    0.023    0.009  999.000    0.005
 3-2780226    10.93534  84.91435   16.898   15.683   14.858   14.472    0.003    0.005    0.004    0.007
 3-2780352    10.23017  84.88338   17.083   17.104   17.235   17.269    0.004    0.005    0.004    0.012
 3-28765865   83.60657  11.36448   15.223   14.204   13.780   13.589    0.005    0.003    0.005    0.002
 3-28786114  272.00812   7.26423   16.902   15.551   14.790   14.434    0.007    0.006    0.006    0.003
 3-28786400  271.96140   7.33422   16.057   16.003   16.049   16.045    0.006    0.004    0.001    0.004
 3-29846451  271.37449   6.13148   15.225   14.963   14.861   14.899  999.000    0.109    0.049    0.087
 3-29847092  271.70419   6.24245   15.237   14.742   14.541   14.461    0.007    0.002    0.006    0.003
 3-29852635  272.93286   7.31125   16.532   15.151   14.163   13.699    0.011  999.000    0.004    0.003
 3-30355094   83.05357  10.93567   15.057   14.083   13.664   13.393    0.016    0.006  999.000    0.006
 3-30883444   83.07185  10.64505   14.827   14.057   13.721   13.556    0.006    0.003    0.007    0.004
 3-30883759   83.18302  10.46081   15.652   14.477   13.912   13.604    0.004    0.004    0.005    0.003
 3-30884048   83.28197  10.27765   14.659   13.875 -999.000   13.270    0.001    0.003  999.000    0.012
 3-31409545   83.26938  10.21799   14.972   14.174 -999.000   13.600  999.000    0.019  999.000  999.000
 3-31428559  271.72840   5.49251   16.877   15.663   14.719   14.270  999.000    0.225    0.011    0.004
 3-31934709   83.01431  10.01108   14.575   13.978 -999.000   13.554    0.008    0.006  999.000    0.003
 3-31961746  273.31471   6.59414   16.400   16.431   16.520   16.561    0.004    0.003    0.004    0.003
 3-3245877     4.94887  84.61623   16.217   15.018   13.987   13.523    0.006    0.006    0.006    0.003
 3-33552645  272.49728   5.00574   15.763   15.038   14.693   14.507    0.005    0.004    0.008    0.005
 3-3407677     2.91715  84.59853   16.168   16.078   16.112   16.160    0.008    0.004    0.004    0.009
 3-3534151   281.60938  47.72659   14.495   13.805   13.544   13.400    0.003    0.003  999.000    0.007
 3-36100890   63.37004  24.95445   15.845   14.696   14.125   13.826    0.003    0.002    0.004    0.007
 3-37646023   63.60859  23.93304   15.103   14.492   14.217   14.086    0.005    0.001    0.002    0.004
 3-39283873   59.93856  26.18702   16.587   15.913   15.605   15.452    0.004    0.002    0.003    0.006
 3-39284461   60.53358  25.71672   15.135   14.559   14.328   14.254    0.124    0.082    0.038    0.036
 3-39284655   60.72506  25.39760   15.973   15.125   14.721   14.519    0.004    0.002    0.002    0.002
 3-39848327   59.59568  26.38714   16.168   15.144   14.716   14.332    0.007    0.005    0.019    0.016
 3-39848808   60.12096  25.69921   14.744   14.303   14.093   14.020    0.003    0.056    0.004    0.006
 3-40425314   59.29512  26.21581   15.918   15.173   14.859   14.707    0.002    0.002    0.002    0.004
 3-40426539   60.76618  25.00350   15.745   14.861   14.430   14.216    0.003    0.003    0.002    0.002
 3-41038650   87.03094   1.47746   16.756   15.517   14.759   14.416    0.003    0.004    0.001    0.003
 3-41038807   87.17766   1.23538   16.324   15.099   14.359   14.005    0.005    0.002    0.002    0.005
 3-41038942   87.18155   1.42454   15.691   14.160   13.375 -999.000    0.003  999.000    0.010  999.000
 3-41039599   87.90367   0.66617   16.682   15.955   15.424   15.241    0.017    0.035    0.003    0.019
 3-41632428   87.09954   1.05490   16.492   15.388   14.796   14.430    0.004    0.003    0.004    0.003
 3-41633297   88.03954   0.29592   16.256   15.012   14.194   13.810    0.001    0.002  999.000    0.004
 3-42204324   59.21332  25.26786   15.962   15.569   15.408   15.358    0.003    0.004    0.002    0.015
 3-42230210   87.71810   0.26022   16.866   15.613   14.469   13.904    0.007    0.009    0.003    0.003
 3-42230396   87.87036   0.16417   16.423   15.158   14.285   13.816    0.019    0.022    0.011    0.003
 3-4227759   283.26885  47.20114   15.139   14.599   14.398   14.320    0.003    0.003    0.005    0.002
 3-4228582   283.47399  47.73053   14.523   13.776   13.506   13.381    0.003    0.002    0.007    0.005
 3-42804434   58.15582  25.89354   15.037   14.741   14.663   14.620    0.005    0.002    0.003    0.003
 3-42830725   87.04206   0.53472   16.262   15.146   14.536   14.245    0.008    0.006    0.010    0.001
 3-42830851   87.38046   0.39319   16.500   14.858   14.007   13.494    0.003    0.003    0.004    0.003
 3-42831145   87.60046   0.21732   16.701   15.330   14.607   14.185    0.004    0.004    0.002    0.004
 3-42831200   87.65646   0.09782   14.552   15.000   15.376   15.660    0.005    0.005    0.006    0.005
 3-43407515   58.82214  24.89947   14.936   14.176   13.868   13.717    0.006    0.004  999.000    0.009
 3-43407713   59.16385  24.69692   16.142   15.865   15.777   15.772    0.004    0.004    0.002    0.002
 3-43432032   85.93005   1.13516   15.661   15.761   15.962   16.088    0.009    0.004    0.004    0.003
 3-43432715   86.53494   0.67837   19.112   17.849   16.487   15.878    0.010    0.004    0.005    0.002
 3-43432977   87.20299   0.06944   16.835   15.641   14.829   14.456    0.006    0.003    0.004    0.002
 3-43433126   87.26710   0.02755   16.673   15.141   14.289   13.781    0.003    0.004    0.003    0.004
 3-43433386   87.70798  -0.36776   16.813   15.602   14.924   14.621    0.002    0.006    0.003    0.002
 3-43433493   87.69151  -0.18343   16.927   15.542   14.778   14.322    0.007    0.003    0.003    0.002
 3-43433533   87.74905  -0.31283   15.590   14.352   13.724   13.416    0.002    0.016  999.000    0.002
 3-44000733   58.12200  25.39008   16.487   15.628   15.298   15.111    0.005    0.005    0.003    0.004
 3-44001111   58.36912  25.25054   16.447   16.074   15.924   15.887    0.002    0.003    0.002    0.003
 3-44001466   58.85986  24.59450   15.545   14.611   14.212   13.996    0.001    0.004    0.004    0.004
 3-44001687   59.10149  24.55929   14.575   14.571   14.634   14.692    0.012    0.003    0.003    0.005
 3-44001898   59.35415  24.15646   16.400   15.966   15.774   15.695    0.003    0.003    0.005    0.005
 3-44026054   86.21391   0.71548   15.643   15.522   15.541   15.537    0.007    0.004    0.002    0.005
 3-44026687   87.23595  -0.25254   16.824   15.659   14.764   14.360    0.003    0.011  999.000    0.004
 3-44026832   87.37077  -0.42040   15.930   14.919   14.361   14.048    0.005    0.005    0.006    0.001
 3-44027197   87.67171  -0.60492   18.600   17.311   15.679   14.927    0.004    0.008    0.002    0.001
 3-44027291   87.84000  -0.60775   16.671   15.801   15.344   15.092    0.006    0.003    0.002    0.004
 3-44581415   58.54259  24.70849   16.070   14.970   14.511   14.285    0.002    0.002    0.004    0.002
 3-44581518   58.67352  24.39829   16.544   15.775   15.523   15.370    0.021    0.009    0.003    0.005
 3-44605896   85.96613   0.61087   16.914   15.620   14.376   13.671    0.020    0.025    0.010    0.021
 3-44606686   86.98614  -0.15179   16.641   15.703   15.192   14.907    0.003    0.004    0.004    0.008
 3-44607382   87.55578  -0.62743   19.492   18.274   16.973   16.372    0.013    0.014    0.003    0.002
 3-45155406   58.71902  24.01969   16.250   15.578   15.290   15.149    0.008    0.002    0.004    0.007
 3-45155673   59.09985  23.74578   15.071   14.316   14.003   13.839    0.005    0.001    0.004    0.003
 3-45180234   86.90833  -0.53109   16.289   15.288   14.724   14.423    0.004    0.003    0.002    0.003
 3-45722898   58.90476  23.76111   15.575   15.126   14.929   14.841    0.007    0.008    0.004    0.004
 3-45745495   85.52263   0.42869   16.989   15.771   15.012   14.672    0.012    0.004    0.004    0.002
 3-46273844   45.33533  36.76742   15.013   14.688   14.577   14.539    0.003    0.002    0.003    0.006
 3-46306792   86.37578  -0.50804   16.835   15.364   14.473   13.950    0.007    0.004    0.003    0.010
 3-46830307   44.48345  37.16254   16.751   15.612   15.086   14.848    0.003    0.001    0.002    0.007
 3-46830399   44.57016  37.15306   15.584   15.028   14.750   14.638    0.001    0.003    0.006    0.006
 3-46831189   45.36563  36.25323   17.174   15.898   15.229   14.883    0.003    0.003    0.003    0.002
 3-46838238   55.60453  25.98440   17.788   17.309   17.104   17.028    0.022    0.004  999.000    0.011
 3-46838610   56.16656  25.44106   14.619   13.854 -999.000   13.306    0.007    0.001  999.000  999.000
 3-46861114   84.05207   0.95265   15.033   14.574   14.393   14.315    0.003    0.003    0.003    0.003
 3-46861323   84.28456   0.91389   16.462   15.716   15.431   15.286    0.002    0.010    0.003    0.003
 3-46863314   86.11343  -0.64920   16.853   15.675   14.793   14.364    0.006    0.005    0.002    0.005
 3-47398761   56.91402  24.45883   18.191   16.894   15.393   14.686    0.007    0.005    0.002    0.002
